Book Name,Author,Rating,Number of Reviews,Price,Listening Time (Minutes),Rank,Genre,Processed_Description,cluster
An Indian Spy in Pakistan,Mohanlal Bhaskar,4.3,270.5,668.0,431.0,1,Biographies & Autobiographies (Books),"As Khushwant Singh wrote preface hardbound edition published 1990 true account Mohanlal Bhaskar 's mission find Pakistan 's nuclear plan : 'He betrayed one colleague , presumbly double agent , face music . The interrogation , done army police , included torture worst kind imaginable . Many comrade went insane ended life . Large portion story describe method used gory spine-chilling detail also lighter moment dacoit , prostitute , pimp dope smuggler jail .... ' He witnessed history unfolding Mianwali jail : ' ... Sheikh Mujibur Rehman brought , grave dug refilled Bhutto released return truimph Bangladesh . From cell watched Indian bomber fighter knock Pakistan 's airforce sky .... '",1
"Savarkar: Echoes of a Forgotton Past, Vol. 1: Part 1",Vikram Sampath,4.8,375.0,879.0,766.0,1,Historical Biographies,"As intellectual fountainhead ideology Hindutva , political ascendancy India today , Vinayak Damodar Savarkar undoubtedly one contentious political thinker leader 20th century .",1
The Silva Ultramind ESP System,Michael Wickett,-1.0,267.25,1774.0,443.0,1,"d, Body & Spirit","Unleash telepathic power born ! Skeptical ? I , I proved . You see , telepathic power exist u ; part natural way communicate . Your brain beat various frequency , much like heart . Usually brain beat 14 cycle per second , Beta frequency . Very occasionally beat 7 14 cycle per second . This frequency known Alpha frequency . Alpha key becoming telepathic . A man named Jose Silva perfected simple 15-minute technique entering Alpha level , creating brand ESP , called `` effective sensory projection '' . The result breakthrough new Silva Ultramind ESP System . Once 've mastered technique , 'll able :",1
HDFC Bank 2.0: From Dawn to Digital,Tamal Bandyopadhyay,4.3,150.0,836.0,872.0,1,Analysis & Strategy,Foreword Nandan Nilekani,1
Poonachi: Or the Story of a Black Goat,Perumal Murugan,4.6,310.0,501.0,298.0,1,Literature & Fiction (Books),"Through seeming act providence , old couple receives day-old female goat kid gift cosmos . Thus begin story Poonachi , little orphan goat .",1
The Double Surprise: Love in Times of Tinder,Shanaya Taneja,3.1,12.0,0.0,19.0,42,Adult Collections & Anthologies,"Priya boyfriend , relationship become boring . She make risky sinful plan best friend Shanaya spice relationship .",1
Geronimo Stilton #13 and #14,Geronimo Stilton,3.2,4.0,467.0,145.0,641,Humorous Fiction for Children,"By completing purchase agree Audible ’ Conditions Use , Amazon 's Privacy Notice applicable Audible 's Recurring Payment Terms .",4
The Testaments,Margaret Atwood,4.6,10626.5,1093.0,798.0,1,Science Fiction (Books),Winner Booker Prize 2019 The British Book Awards Audiobook Year 2020,0
Meri Priya Kahaniyan [My Favorite Stories],Amrita Pritam,4.4,167.0,501.0,293.0,176,Short Stories (Books),"Meri Priya Kahaniyaan contains favourite story fierce celebrated poet Amrita Pritam , selected . Amrita Pritam , first female Punjabi poet , novelist , essayist , leading voice 20th-century Indian literature , awarded Jnanpith year 1982 . She authored hundred composition left special mark story , like poem , female sexuality , self-realisation pain loss time woman mostly wrote conservative theme .",1
My Seditious Heart,Arundhati Roy,4.5,104.0,1025.0,2176.0,189,Globalisation,"Penguin present audiobook edition My Seditious Heart , written Arundhati Roy , read Tania Rodrigues .",3
Best Indian Tales and Stories for Kids,div.,-1.0,267.25,187.0,27.0,1,"Fairy Tales, Folk Tales & Myths for Children","By completing purchase agree Audible ’ Conditions Use , Amazon 's Privacy Notice applicable Audible 's Recurring Payment Terms .",4
"Money, and the Law of Attraction: Learning to Attract Wealth, Health, and Happiness",Esther Hicks,4.75,106.5,702.0,447.0,1,New Thought Spirituality,As Abraham say : `` There enough everyone . The key see want - attract . Know power bring life whatever desire . Affirm money flow easily unlimited supply abundance prosperity '' .,1
Namak Swadanusar,Nikhil Sachan,3.7,284.0,501.0,268.0,1,"Crime, Thriller & Mystery (Books)","A collection tale ranging childhood fantasy exploring darkness human existence , tale make nostalgic , tell story , shock take favorite place . Guiding tale motley group character ranging side hero daydream Mithun Bacchan kid believe reality Nagraj , Ajooba Super Commando Dhruv . Namak Swadanusar , name suggests , add salt plate increase taste literary collection .",0
The Rig Veda,Anonymous,4.1,54.0,2088.0,2482.0,311,duism (Books),"Often appearing Ṛgveda , oldest four sacred book linked Hinduism , composed ancient form Sanskrit 1500 BCE . The Rig Veda ( Sanskrit : The Knowledge Verses ) preserved secrecy ancient clan , initially orally , written 300 BCE .",0
"The DevOps Handbook: How to Create World-Class Agility, Reliability, and Security in Technology Organizations",Gene Kim,4.6,743.0,836.0,775.0,377,Textbooks & Study Guides,"Increase profitability , elevate work culture , exceed productivity goal DevOps practice .",1
"The Art of Startup Fundraising: Pitching Investors, Negotiating the Deal, and Everything Else Entrepreneurs Need to Know",Alejandro Cremades,4.4,92.5,668.0,384.0,1,Microeconomics (Books),"Startup money moving online , guide show work .",1
Deep Work: Retrouver la concentration dans un monde de distractions,Cal Newport,4.5,38.0,641.0,491.0,-1,",Standard French","La capacité qui revêt le plus de valeur dans notre économie se fait de plus en plus rare . Celui qui la développe se donne le moyens d'accomplir de grandes choses . Le travail en profondeur , ou deep work , désigne une activité professionnelle menée dans un état de concentration absolue qui pousse no capacités cognitives jusqu ' à leurs limites . Ces effort créent de la valeur , affinent no compétences et sont difficiles à reproduire . En d'autres termes , le travail en profondeur est comme un superpouvoir dans notre économie toujours plus concurrentielle .",1
The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did),Philippa Perry,4.6,1401.5,888.0,502.0,231,Fatherhood,Brought Penguin .,2
Secrets to Winning at Office Politics: How to Achieve Your Goals and Increase Your Influence at Work,Marie G. McIntyre PhD,4.4,186.0,586.0,550.0,1,Analysis & Strategy,"Get ahead , Gain influence , Get want",1
A Dance with Dragons: Book 5 of A Song of Ice and Fire,George R. R. Martin,4.4,10355.0,18149.0,2933.0,1,Action & Adventure Fiction,"The complete , unabridged audiobook A Dance Dragons .",0
Radical Candor: How to Get What You Want by Saying What You Mean,Kim Scott,4.6,1198.0,323.0,563.0,547,Leadership,"The old adage ingrained u n't anything nice say n't say anything . While advice may work home life , Kim Scott seen firsthand , disaster adopted manager workplace .",1
"The Titan's Curse: Percy Jackson, Book 3",Rick Riordan,4.7,3221.5,888.0,528.0,1,Action & Adventure Fantasy for Children,"The third fantasy adventure Percy Jackson series available download , complete unabridged , audio .",0
The Secret: Teachers Recorded Live,Bob Proctor,-1.0,267.25,1054.0,330.0,1,Personal Development & Self-Help,"Now take lesson learned The Secret next level hour practical information recorded sold-out seminar . Experience thousand described `` event lifetime '' comfort home , car , anywhere go , listening . Share The Secret family , friend , colleague . This astonishing program includes resource ever need understand live The Secret . Now know hear The Secret . And could change life forever .",0
"Sell: The Art, the Science, the Witchcraft",Subroto Bagchi,4.2,60.0,501.0,291.0,869,Analysis & Strategy,"‘ Everyone salesperson measure selling pushy , winner-take-all , macho act . It empathy-led , process-driven , knowledge-intensive discipline . ’",1
Train to Pakistan,Khushwant Singh,4.4,1368.5,754.0,386.0,295,Historical Fiction (Books),"Mano Majra place , Khushwant Singh tell u beginning classic novel , Sikhs Muslims lived together peace hundred year . Then one day , end summer , `` ghost train '' arrives , silent , incredible funeral train loaded body thousand refuge , bringing village first taste horror civil war . Train Pakistan story isolated village plunged abyss religious hate . It also story Sikh boy Muslim girl whose love endures transcends ravage war .",0
The Code of the Extraordinary Mind by Vishen Lakhiani - Book Summary,Dean Bokhari,-1.0,267.25,117.0,37.0,732,Personal Development & Self-Help,Book summary The Code The Extraordinary Mind Vishen Lakhiani .,0
A Prisoner of Birth,Jeffrey Archer,4.6,2282.0,323.0,982.0,1,"Crime, Thriller & Mystery (Books)",You heard first : The unabridged edition A Prisoner Birth available download .,0
You Are the Guru: 6 Messages to Help You Move Through Difficult Times with Certainty and Faith,Gabrielle Bernstein,-1.0,267.25,836.0,212.0,425,Personal Development & Self-Help,You Are Guru : 6 Messages Move You Through Difficult Times Certainty Faith,1
"You're a Miracle (and a Pain in the Ass): Embracing the Emotions, Habits, and Mystery That Make You You",Mike McHargue,4.8,99.5,754.0,353.0,971,Personal Success,"`` Holding brain science one hand rich emotional presence , book feel timely necessary . '' ( Shauna Niequist , New York Times best-selling author Present Over Perfect )",0
"The Son of Neptune: The Heroes of Olympus, Book 2",Rick Riordan,4.7,3464.5,888.0,808.0,-1,",            5 star,          ,            ,              79%,            ,","Penguin present , downloadable , unabridged audiobook edition second title number one , bestselling spin-off series Percy Jackson creator , Rick Riordan . This crazy messed world god monster Percy Jackson 's reality , pretty much suck . Percy Jackson , son Poseidon , God Sea , woken deep sleep come face face two snake-haired lady refuse die .",0
Normal People,Sally Rooney,4.3,7411.0,645.0,456.0,1,Contemporary Fiction (Books),Winner Specsavers International Author Year 2018 Winner Costa Best Novel Award 2018,0
Inside Chanakya's Mind: Aanvikshiki and the Art of Thinking,Radhakrishnan Pillai,4.3,93.0,703.0,357.0,1,Literature & Fiction (Books),The definitive new book India ’ number one business writer,0
How the Onion Got Its Layers,Sudha Murty,4.2,41.0,200.0,11.0,701,Fantasy & Magic for Children,Have noticed onion many layer ? And seen mother 's eye water cut onion ? Here remarkable story tell .,1
La pizza: Change ma vie 25,Clotilde Dusoulier,3.4,126.0,0.0,7.0,40,Personal Success,"By completing purchase agree Audible ’ Conditions Use , Amazon 's Privacy Notice applicable Audible 's Recurring Payment Terms .",4
Six of Crows,Leigh Bardugo,4.6,2777.5,1003.0,904.0,336,Thrillers & Suspense for Teens,Ketterdam : bustling hub international trade anything right price - one know better criminal prodigy Kaz Brekker . Kaz offered chance deadly heist could make rich beyond wildest dream . But ca n't pull alone .,1
A Tale of Two Cities,Charles Dickens,4.2,7155.5,32.0,806.0,667,Historical Fiction (Books),"After eighteen year political prisoner Bastille , ageing Doctor Manette finally released reunited daughter England . There life two different men , Charles Darnay , exiled French aristocrat , Sydney Carton , disreputable brilliant English lawyer , become enmeshed love Lucie Manette . From tranquil road London , drawn vengeful , bloodstained street Paris height Reign Terror , soon fall lethal shadow La Guillotine .",1
